partida_id,rodada,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
5152,17,2015-08-09,16:01,Cruzeiro,Palmeiras,4-3-3,4-2-3-1,V. Luxemburgo da Silva,M. de Oliveira Santos,Cruzeiro,Mineirão,2,1,MG,SP
5154,17,2015-08-09,16:02,Goiás,Atlético Mineiro,4-2-2-2,4-2-3-1,J. Camargo,L. Culpi,-,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,MG
5151,17,2015-08-09,16:03,São Paulo,Corinthians,3-4-1-2,4-2-3-1,J. Osorio,A. Bacchi,-,Morumbi,1,1,SP,SP
5155,17,2015-08-09,18:30,Grêmio,Internacional,4-2-3-1,4-2-3-1,R. Machado Marques,O. Hellmann,Grêmio,Arena do Grêmio,5,0,RS,RS
5156,17,2015-08-09,18:31,Chapecoense,Figueirense,4-3-2-1,4-1-2-1-2,V. Eutrópio,A. Fucks,-,Arena Condá,2,2,SC,SC
5158,18,2015-08-12,19:30,Flamengo,Athletico Paranaense,4-2-3-1,4-2-3-1,C. Borges dos Santos,M. Mendes,Flamengo,Maracanã,3,2,RJ,PR
5157,18,2015-08-12,19:34,Coritiba,Palmeiras,4-4-1-1,4-2-3-1,N. da Silveira Júnior,M. de Oliveira Santos,Coritiba,Couto Pereira,2,1,PR,SP
5159,18,2015-08-12,20:59,Santos,Vasco da Gama,4-2-3-1,4-2-3-1,D. Silvestre Júnior,C. Juarez Roth,Santos,Estádio Urbano Caldeira,1,0,SP,RJ
5160,18,2015-08-12,21:00,Goiás,Chapecoense,4-2-3-1,4-3-2-1,J. Camargo,V. Eutrópio,-,Estádio do Governo do Estado de Goiás (Serra Dourada),0,0,GO,SC
5161,18,2015-08-12,22:00,Figueirense,São Paulo,4-1-2-1-2,4-2-3-1,A. Fucks,J. Osorio,São Paulo,Orlando Scarpelli,0,2,SC,SP
5162,18,2015-08-12,22:00,Internacional,Fluminense,4-2-3-1,4-2-3-1,O. Hellmann,E. Alves Moreira,Internacional,Estádio José Pinheiro Borda,1,0,RS,RJ
5163,18,2015-08-12,22:00,Corinthians,Sport,4-2-3-1,4-2-3-1,A. Bacchi,E. Baptista,Corinthians,Neo Química Arena,4,3,SP,PE
5164,18,2015-08-13,19:31,Ponte Preta,Avaí,4-2-3-1,4-4-1-1,D. Ghidoni Junior,G. Kleina,Ponte Preta,Moisés Lucarelli,2,0,SP,SC
5166,18,2015-08-13,20:58,Atlético Mineiro,Grêmio,4-2-3-1,4-2-3-1,L. Culpi,R. Machado Marques,Grêmio,Mineirão,0,2,MG,RS
5165,18,2015-08-13,20:59,Joinville,Cruzeiro,4-3-2-1,4-2-3-1,P. Lopes de Gusmão,V. Luxemburgo da Silva,Joinville,Arena Joinville,3,0,SC,MG
5167,19,2015-08-15,18:30,Vasco da Gama,Coritiba,4-2-3-1,4-1-4-1,C. Juarez Roth,N. da Silveira Júnior,Coritiba,Maracanã,0,1,RJ,PR
5168,19,2015-08-15,18:31,Athletico Paranaense,Santos,4-2-3-1,4-2-3-1,M. Mendes,D. Silvestre Júnior,-,Estádio Joaquim Américo Guimarães,0,0,PR,SP
5169,19,2015-08-15,21:02,São Paulo,Goiás,3-4-1-2,4-3-1-2,J. Osorio,J. Camargo,Goiás,Morumbi,0,3,SP,GO
5170,19,2015-08-16,11:00,Palmeiras,Flamengo,4-2-3-1,4-2-3-1,M. de Oliveira Santos,C. Borges dos Santos,Palmeiras,Allianz Parque,4,2,SP,RJ
5172,19,2015-08-16,15:59,Fluminense,Figueirense,4-2-3-1,4-4-2,E. Alves Moreira,H. Coutinho,Fluminense,Maracanã,2,1,RJ,SC
5173,19,2015-08-16,16:00,Cruzeiro,Internacional,4-3-3,4-3-2-1,V. Luxemburgo da Silva,A. Fucks,-,Mineirão,0,0,MG,RS
5174,19,2015-08-16,16:00,Sport,Ponte Preta,4-2-3-1,4-2-3-1,E. Baptista,D. Ghidoni Junior,-,Adelmar da Costa Carvalho,1,1,PE,SP
5171,19,2015-08-16,16:03,Avaí,Corinthians,4-2-3-1,4-1-4-1,G. Kleina,A. Bacchi,Corinthians,Ressacada,1,2,SC,SP
5175,19,2015-08-16,18:29,Grêmio,Joinville,4-2-3-1,4-3-2-1,R. Machado Marques,P. Lopes de Gusmão,Grêmio,Arena do Grêmio,2,1,RS,SC
5176,19,2015-08-16,18:31,Chapecoense,Atlético Mineiro,4-3-2-1,4-2-3-1,V. Eutrópio,L. Culpi,Chapecoense,Arena Condá,2,1,SC,MG
5177,20,2015-08-22,18:30,Goiás,Vasco da Gama,4-3-2-1,4-2-3-1,J. Camargo,J. de Amorim Campos,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),3,0,GO,RJ
5178,20,2015-08-22,18:30,Santos,Avaí,4-2-3-1,4-2-3-1,D. Silvestre Júnior,G. Kleina,Santos,Estádio Urbano Caldeira,5,2,SP,SC
5179,20,2015-08-22,21:00,Figueirense,Sport,4-4-2,4-2-3-1,R. Rodrigues Simões,E. Baptista,Figueirense,Orlando Scarpelli,2,1,SC,PE
5180,20,2015-08-23,11:01,Coritiba,Chapecoense,4-1-4-1,4-3-2-1,N. da Silveira Júnior,V. Eutrópio,Coritiba,Couto Pereira,1,0,PR,SC
5181,20,2015-08-23,11:01,Ponte Preta,Grêmio,4-2-3-1,4-2-3-1,D. Ghidoni Junior,R. Machado Marques,-,Moisés Lucarelli,0,0,SP,RS
5182,20,2015-08-23,15:59,Joinville,Fluminense,4-3-2-1,4-2-3-1,P. Lopes de Gusmão,E. Alves Moreira,Joinville,Arena Joinville,2,1,SC,RJ
5183,20,2015-08-23,16:00,Internacional,Athletico Paranaense,4-2-3-1,4-2-3-1,A. Fucks,M. Mendes,Internacional,Estádio José Pinheiro Borda,2,0,RS,PR
5184,20,2015-08-23,16:01,Corinthians,Cruzeiro,4-1-4-1,4-3-3,A. Bacchi,V. Luxemburgo da Silva,Corinthians,Neo Química Arena,3,0,SP,MG
5185,20,2015-08-23,16:01,Flamengo,São Paulo,4-2-3-1,4-3-3,O. de Oliveira Filho,J. Osorio,Flamengo,Maracanã,2,1,RJ,SP
5186,20,2015-08-23,18:30,Atlético Mineiro,Palmeiras,4-2-3-1,4-2-3-1,L. Culpi,M. de Oliveira Santos,Atlético Mineiro,Estádio Raimundo Sampaio,2,1,MG,SP
5187,21,2015-08-29,18:30,Vasco da Gama,Figueirense,4-2-3-1,4-3-2-1,J. de Amorim Campos,R. Rodrigues Simões,Figueirense,Maracanã,0,1,RJ,SC
5188,21,2015-08-29,20:59,São Paulo,Ponte Preta,4-3-3,4-2-3-1,J. Osorio,D. Ghidoni Junior,São Paulo,Morumbi,3,0,SP,SP
5189,21,2015-08-30,11:02,Grêmio,Coritiba,4-2-3-1,4-4-2,R. Machado Marques,N. da Silveira Júnior,-,Arena do Grêmio,0,0,RS,PR
5190,21,2015-08-30,11:02,Avaí,Internacional,4-4-2,4-2-3-1,G. Kleina,A. Fucks,Avaí,Ressacada,3,0,SC,RS
5191,21,2015-08-30,16:00,Palmeiras,Joinville,4-2-3-1,4-3-2-1,M. de Oliveira Santos,P. Lopes de Gusmão,Palmeiras,Allianz Parque,3,2,SP,SC
5192,21,2015-08-30,16:00,Fluminense,Atlético Mineiro,4-2-3-1,4-2-3-1,E. Alves Moreira,L. Culpi,Atlético Mineiro,Maracanã,1,2,RJ,MG
5193,21,2015-08-30,16:00,Sport,Flamengo,4-2-3-1,4-2-3-1,E. Baptista,O. de Oliveira Filho,Flamengo,Arena de Pernambuco,0,1,PE,RJ
5194,21,2015-08-30,16:01,Chapecoense,Corinthians,4-3-2-1,4-1-4-1,V. Eutrópio,A. Bacchi,Corinthians,Arena Condá,1,3,SC,SP
5195,21,2015-08-30,18:31,Cruzeiro,Santos,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,D. Silvestre Júnior,Santos,Mineirão,0,1,MG,SP
5196,21,2015-08-30,18:31,Athletico Paranaense,Goiás,4-2-3-1,4-3-3,M. Mendes,J. Camargo,Athletico Paranaense,Estádio Joaquim Américo Guimarães,3,0,PR,GO
5198,22,2015-09-02,19:29,Ponte Preta,Cruzeiro,4-2-3-1,4-3-2-1,D. Ghidoni Junior,D. de Souza,Cruzeiro,Moisés Lucarelli,1,2,SP,MG
5199,22,2015-09-02,19:30,Internacional,Vasco da Gama,4-2-3-1,4-2-3-1,A. Fucks,J. de Amorim Campos,Internacional,Estádio José Pinheiro Borda,6,0,RS,RJ
5197,22,2015-09-02,19:33,Joinville,São Paulo,4-3-2-1,4-2-2-2,P. Lopes de Gusmão,J. Osorio,-,Arena Joinville,0,0,SC,SP
5201,22,2015-09-02,20:59,Atlético Mineiro,Athletico Paranaense,4-2-3-1,4-2-3-1,L. Culpi,M. Mendes,Athletico Paranaense,Estádio Raimundo Sampaio,0,1,MG,PR
5200,22,2015-09-02,21:01,Flamengo,Avaí,4-2-3-1,4-2-3-1,O. de Oliveira Filho,G. Kleina,Flamengo,Arena das Dunas,3,0,RJ,SC
5204,22,2015-09-02,21:59,Goiás,Palmeiras,4-2-3-1,4-2-3-1,J. Camargo,M. de Oliveira Santos,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,SP
5203,22,2015-09-02,22:00,Corinthians,Fluminense,4-2-3-1,4-2-3-1,A. Bacchi,E. Alves Moreira,Corinthians,Neo Química Arena,2,0,SP,RJ
5202,22,2015-09-02,22:01,Coritiba,Sport,4-3-1-2,4-2-3-1,N. da Silveira Júnior,E. Baptista,-,Couto Pereira,0,0,PR,PE
5205,22,2015-09-03,19:32,Santos,Chapecoense,4-2-3-1,4-3-3,D. Silvestre Júnior,V. Eutrópio,Santos,Estádio Urbano Caldeira,3,1,SP,SC
5206,22,2015-09-03,21:01,Figueirense,Grêmio,4-3-1-2,4-2-3-1,R. Rodrigues Simões,R. Machado Marques,Grêmio,Orlando Scarpelli,0,2,SC,RS
5207,23,2015-09-05,19:29,São Paulo,Internacional,4-2-3-1,4-2-2-2,J. Osorio,A. Fucks,São Paulo,Morumbi,2,0,SP,RS
5208,23,2015-09-05,19:31,Vasco da Gama,Atlético Mineiro,4-2-3-1,4-2-3-1,J. de Amorim Campos,L. Culpi,Atlético Mineiro,Maracanã,1,2,RJ,MG
5209,23,2015-09-05,21:01,Athletico Paranaense,Joinville,4-2-3-1,4-2-3-1,M. Mendes,P. Lopes de Gusmão,-,Estádio Joaquim Américo Guimarães,0,0,PR,SC
5210,23,2015-09-06,11:00,Cruzeiro,Figueirense,4-3-3,4-3-1-2,L. Venker de Menezes,R. Rodrigues Simões,Cruzeiro,Mineirão,5,1,MG,SC
5211,23,2015-09-06,11:00,Chapecoense,Ponte Preta,4-3-2-1,4-2-3-1,V. Eutrópio,D. Ghidoni Junior,-,Arena Condá,0,0,SC,SP
5212,23,2015-09-06,15:59,Grêmio,Goiás,4-2-3-1,4-3-2-1,R. Machado Marques,J. Camargo,Grêmio,Arena do Grêmio,2,1,RS,GO
5213,23,2015-09-06,15:59,Palmeiras,Corinthians,4-2-3-1,4-1-4-1,M. de Oliveira Santos,A. Bacchi,-,Allianz Parque,3,3,SP,SP
5215,23,2015-09-06,15:59,Fluminense,Flamengo,4-3-3,4-2-3-1,E. Alves Moreira,O. de Oliveira Filho,Flamengo,Maracanã,1,3,RJ,RJ
5214,23,2015-09-06,16:02,Avaí,Coritiba,4-2-3-1,4-2-3-1,G. Kleina,N. da Silveira Júnior,Coritiba,Ressacada,0,2,SC,PR
5216,23,2015-09-06,18:31,Sport,Santos,4-2-3-1,4-2-3-1,E. Baptista,D. Silvestre Júnior,-,Adelmar da Costa Carvalho,1,1,PE,SP
5217,24,2015-09-09,19:29,Ponte Preta,Vasco da Gama,4-3-1-2,4-2-2-2,D. Ghidoni Junior,J. de Amorim Campos,Vasco da Gama,Moisés Lucarelli,0,1,SP,RJ
5218,24,2015-09-09,19:30,Atlético Mineiro,Avaí,4-2-3-1,5-4-1,L. Culpi,G. Kleina,Atlético Mineiro,Estádio Raimundo Sampaio,2,0,MG,SC
5219,24,2015-09-09,19:30,Internacional,Palmeiras,4-2-3-1,4-2-3-1,A. Fucks,M. de Oliveira Santos,Internacional,Estádio José Pinheiro Borda,1,0,RS,SP
5220,24,2015-09-09,21:03,Figueirense,Athletico Paranaense,4-4-2,4-2-3-1,R. Rodrigues Simões,M. Mendes,-,Orlando Scarpelli,1,1,SC,PR
5222,24,2015-09-09,22:00,Santos,São Paulo,4-2-3-1,4-2-3-1,D. Silvestre Júnior,J. Osorio,Santos,Estádio Urbano Caldeira,3,0,SP,SP
5223,24,2015-09-09,22:00,Corinthians,Grêmio,4-1-4-1,4-2-3-1,A. Bacchi,R. Machado Marques,-,Neo Química Arena,1,1,SP,RS
5221,24,2015-09-09,22:02,Coritiba,Fluminense,4-1-2-1-2,4-2-3-1,N. da Silveira Júnior,E. Alves Moreira,-,Couto Pereira,1,1,PR,RJ
5224,24,2015-09-10,19:30,Goiás,Sport,4-3-2-1,4-2-3-1,J. Camargo,E. Baptista,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),1,0,GO,PE
5225,24,2015-09-10,20:59,Joinville,Chapecoense,4-2-3-1,4-1-4-1,P. Lopes de Gusmão,V. Eutrópio,-,Arena Joinville,0,0,SC,SC
5226,24,2015-09-10,21:00,Flamengo,Cruzeiro,4-2-3-1,4-3-3,O. de Oliveira Filho,L. Venker de Menezes,Flamengo,Maracanã,2,0,RJ,MG
5227,25,2015-09-12,18:30,Coritiba,Internacional,4-2-3-1,4-2-3-1,N. da Silveira Júnior,A. Fucks,Internacional,Couto Pereira,0,1,PR,RS
5228,25,2015-09-12,20:59,Palmeiras,Figueirense,4-2-3-1,4-3-3,M. de Oliveira Santos,R. Rodrigues Simões,Palmeiras,Allianz Parque,2,0,SP,SC
5230,25,2015-09-13,11:00,Corinthians,Joinville,4-1-4-1,4-2-3-1,A. Bacchi,P. Lopes de Gusmão,Corinthians,Neo Química Arena,3,0,SP,SC
5229,25,2015-09-13,11:02,Ponte Preta,Santos,4-2-3-1,4-2-3-1,D. Ghidoni Junior,D. Silvestre Júnior,Ponte Preta,Moisés Lucarelli,3,1,SP,SP
5231,25,2015-09-13,16:00,Cruzeiro,Atlético Mineiro,4-3-3,4-2-3-1,L. Venker de Menezes,L. Culpi,-,Mineirão,1,1,MG,MG
5232,25,2015-09-13,16:00,Grêmio,São Paulo,4-2-3-1,4-1-4-1,R. Machado Marques,J. Osorio,São Paulo,Arena do Grêmio,1,2,RS,SP
5233,25,2015-09-13,16:00,Chapecoense,Flamengo,4-3-2-1,4-2-3-1,V. Eutrópio,O. de Oliveira Filho,Flamengo,Arena Condá,1,3,SC,RJ
5234,25,2015-09-13,16:00,Vasco da Gama,Athletico Paranaense,4-2-3-1,4-2-3-1,J. de Amorim Campos,M. Mendes,Vasco da Gama,Maracanã,2,0,RJ,PR
5236,25,2015-09-13,18:30,Sport,Fluminense,4-2-2-2,4-2-3-1,E. Baptista,E. Alves Moreira,Sport,Arena de Pernambuco,1,0,PE,RJ
5235,25,2015-09-13,18:31,Avaí,Goiás,4-2-2-2,4-4-2,G. Kleina,J. Camargo,Avaí,Ressacada,2,1,SC,GO
5239,26,2015-09-16,19:29,Goiás,Ponte Preta,4-3-2-1,4-2-3-1,J. Camargo,D. Ghidoni Junior,Ponte Preta,Estádio do Governo do Estado de Goiás (Serra Dourada),1,2,GO,SP
5237,26,2015-09-16,19:30,Joinville,Sport,4-1-4-1,4-2-2-2,P. Lopes de Gusmão,E. Baptista,-,Arena Joinville,1,1,SC,PE
5238,26,2015-09-16,19:30,Fluminense,Palmeiras,4-2-3-1,4-2-3-1,E. Alves Moreira,M. de Oliveira Santos,Palmeiras,Maracanã,1,4,RJ,SP
5241,26,2015-09-16,21:01,Athletico Paranaense,Grêmio,4-2-3-1,4-2-3-1,M. Mendes,R. Machado Marques,Grêmio,Couto Pereira,1,2,PR,RS
5240,26,2015-09-16,21:02,Figueirense,Avaí,4-4-2,4-4-1-1,R. Rodrigues Simões,G. Kleina,Avaí,Orlando Scarpelli,0,1,SC,SC
5242,26,2015-09-16,21:59,Santos,Atlético Mineiro,4-2-3-1,4-1-4-1,D. Silvestre Júnior,L. Culpi,Santos,Estádio Urbano Caldeira,4,0,SP,MG
5243,26,2015-09-16,21:59,Internacional,Corinthians,4-3-1-2,4-1-4-1,A. Fucks,A. Bacchi,Internacional,Estádio José Pinheiro Borda,2,1,RS,SP
5244,26,2015-09-16,22:01,Cruzeiro,Vasco da Gama,4-3-3,4-2-3-1,L. Venker de Menezes,J. de Amorim Campos,-,Mineirão,2,2,MG,RJ
5245,26,2015-09-17,19:31,São Paulo,Chapecoense,4-4-2,4-3-2-1,J. Osorio,A. Ferreira,-,Morumbi,0,0,SP,SC
5246,26,2015-09-17,21:00,Flamengo,Coritiba,4-2-3-1,4-5-1,O. de Oliveira Filho,N. da Silveira Júnior,Coritiba,Estádio Nacional de Brasília,0,2,RJ,PR
5248,27,2015-09-19,18:29,Internacional,Figueirense,4-2-3-1,4-3-1-2,A. Fucks,H. Coutinho,-,Estádio José Pinheiro Borda,1,1,RS,SC
5247,27,2015-09-19,18:32,Palmeiras,Grêmio,4-2-3-1,4-2-3-1,M. de Oliveira Santos,R. Machado Marques,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,3,2,SP,RS
5249,27,2015-09-19,21:00,Ponte Preta,Fluminense,4-2-3-1,4-2-3-1,D. Ghidoni Junior,E. Baptista,Ponte Preta,Moisés Lucarelli,3,1,SP,RJ
5250,27,2015-09-20,11:02,Goiás,Joinville,4-2-3-1,4-2-3-1,,P. Lopes de Gusmão,Goiás,Estádio do Governo do Estado de Goiás (Serra Dourada),3,0,GO,SC
5251,27,2015-09-20,11:04,Corinthians,Santos,4-1-4-1,4-2-3-1,A. Bacchi,D. Silvestre Júnior,Corinthians,Neo Química Arena,2,0,SP,SP
5253,27,2015-09-20,16:00,Atlético Mineiro,Flamengo,4-2-3-1,4-2-3-1,L. Culpi,O. de Oliveira Filho,Atlético Mineiro,Estádio Raimundo Sampaio,4,1,MG,RJ
5252,27,2015-09-20,16:01,Vasco da Gama,Sport,4-1-2-1-2,4-1-4-1,J. de Amorim Campos,D. Pollo Barioni,Vasco da Gama,Maracanã,2,1,RJ,PE
5254,27,2015-09-20,16:02,Avaí,São Paulo,4-3-1-2,4-1-4-1,G. Kleina,J. Osorio,Avaí,Ressacada,2,1,SC,SP
5256,27,2015-09-20,18:30,Coritiba,Athletico Paranaense,4-3-3,4-2-3-1,N. da Silveira Júnior,M. Mendes,Coritiba,Couto Pereira,2,0,PR,PR
5255,27,2015-09-20,18:32,Chapecoense,Cruzeiro,4-3-2-1,4-3-3,A. Ferreira,L. Venker de Menezes,Cruzeiro,Arena Condá,0,2,SC,MG
5257,28,2015-09-26,18:30,Fluminense,Goiás,4-2-3-1,4-3-2-1,E. Baptista,A. Alves da Silva Neto,Fluminense,Maracanã,2,0,RJ,GO
5258,28,2015-09-26,21:00,Grêmio,Avaí,4-2-2-2,4-5-1,R. Machado Marques,G. Kleina,Grêmio,Arena do Grêmio,3,1,RS,SC
5259,28,2015-09-27,11:00,Athletico Paranaense,Ponte Preta,4-2-3-1,4-2-3-1,M. Mendes,D. Ghidoni Junior,Ponte Preta,Estádio Joaquim Américo Guimarães,1,2,PR,SP
5260,28,2015-09-27,11:01,Santos,Internacional,4-2-3-1,4-2-2-2,D. Silvestre Júnior,A. Fucks,Santos,Estádio Urbano Caldeira,3,1,SP,RS
5261,28,2015-09-27,16:00,Flamengo,Vasco da Gama,4-2-3-1,4-1-2-1-2,O. de Oliveira Filho,J. de Amorim Campos,Vasco da Gama,Maracanã,1,2,RJ,RJ
5262,28,2015-09-27,16:00,Joinville,Atlético Mineiro,4-2-3-1,4-2-3-1,P. Lopes de Gusmão,L. Culpi,-,Arena Joinville,2,2,SC,MG
5263,28,2015-09-27,16:00,Figueirense,Corinthians,4-4-2,4-1-4-1,H. Coutinho,A. Bacchi,Corinthians,Orlando Scarpelli,1,3,SC,SP
5264,28,2015-09-27,16:03,São Paulo,Palmeiras,4-2-3-1,4-2-3-1,J. Osorio,M. de Oliveira Santos,-,Morumbi,1,1,SP,SP
5265,28,2015-09-27,18:30,Sport,Chapecoense,4-2-2-2,4-3-2-1,Falcao,A. Ferreira,Sport,Adelmar da Costa Carvalho,3,0,PE,SC
5266,28,2015-09-27,18:30,Cruzeiro,Coritiba,4-3-3,4-2-3-1,L. Venker de Menezes,N. da Silveira Júnior,Cruzeiro,Mineirão,2,0,MG,PR
5267,29,2015-10-03,18:30,Internacional,Sport,4-4-2,4-2-3-1,A. Fucks,Falcao,Internacional,Estádio José Pinheiro Borda,2,1,RS,PE
5268,29,2015-10-03,18:31,Coritiba,Atlético Mineiro,4-2-3-1,4-2-3-1,N. da Silveira Júnior,L. Culpi,Atlético Mineiro,Couto Pereira,0,3,PR,MG
5269,29,2015-10-03,21:00,São Paulo,Athletico Paranaense,4-3-3,4-2-3-1,J. Osorio,S. de Oliveira Vieira,São Paulo,Morumbi,1,0,SP,PR
5271,29,2015-10-04,11:01,Flamengo,Joinville,4-2-3-1,4-2-3-1,O. de Oliveira Filho,P. Lopes de Gusmão,Flamengo,Maracanã,2,0,RJ,SC
5270,29,2015-10-04,11:04,Avaí,Vasco da Gama,4-2-3-1,4-1-2-1-2,G. Kleina,J. de Amorim Campos,-,Ressacada,1,1,SC,RJ
5274,29,2015-10-04,16:00,Goiás,Figueirense,4-2-3-1,4-3-1-2,A. Alves da Silva Neto,H. Coutinho,Figueirense,Estádio do Governo do Estado de Goiás (Serra Dourada),2,3,GO,SC
5273,29,2015-10-04,16:01,Cruzeiro,Grêmio,4-3-3,4-2-3-1,L. Venker de Menezes,R. Machado Marques,-,Mineirão,0,0,MG,RS
5275,29,2015-10-04,16:02,Ponte Preta,Corinthians,4-2-3-1,4-1-4-1,D. Ghidoni Junior,A. Bacchi,-,Moisés Lucarelli,2,2,SP,SP
5272,29,2015-10-04,16:03,Santos,Fluminense,4-2-3-1,4-2-3-1,D. Silvestre Júnior,E. Baptista,Santos,Estádio Urbano Caldeira,3,1,SP,RJ
5276,29,2015-10-04,18:32,Chapecoense,Palmeiras,4-2-3-1,4-2-3-1,A. Ferreira,M. de Oliveira Santos,Chapecoense,Arena Condá,5,1,SC,SP
5277,30,2015-10-14,19:30,Atlético Mineiro,Internacional,4-2-3-1,4-2-3-1,L. Culpi,A. Fucks,Atlético Mineiro,Estádio Raimundo Sampaio,2,1,MG,RS
5278,30,2015-10-14,19:30,Sport,Avaí,5-4-1,4-3-1-2,Falcao,G. Kleina,Sport,Adelmar da Costa Carvalho,3,0,PE,SC
5279,30,2015-10-14,21:00,Joinville,Coritiba,4-2-2-2,4-2-3-1,P. Lopes de Gusmão,N. da Silveira Júnior,Joinville,Arena Joinville,3,1,SC,PR
5280,30,2015-10-14,21:00,Figueirense,Flamengo,4-4-2,4-2-3-1,H. Coutinho,O. de Oliveira Filho,Figueirense,Orlando Scarpelli,3,0,SC,RJ
5281,30,2015-10-14,21:00,Palmeiras,Ponte Preta,4-2-3-1,4-2-3-1,M. de Oliveira Santos,F. Moreira,Ponte Preta,Allianz Parque,0,1,SP,SP
5282,30,2015-10-14,22:00,Fluminense,São Paulo,4-2-3-1,4-2-3-1,E. Baptista,D. Ghidoni Junior,Fluminense,Maracanã,2,0,RJ,SP
5283,30,2015-10-14,22:01,Athletico Paranaense,Cruzeiro,4-2-3-1,4-3-3,C. Borges dos Santos,L. Venker de Menezes,-,Estádio Joaquim Américo Guimarães,2,2,PR,MG
5285,30,2015-10-15,19:30,Corinthians,Goiás,4-1-4-1,4-4-2,A. Bacchi,A. Alves da Silva Neto,Corinthians,Neo Química Arena,3,0,SP,GO
5284,30,2015-10-15,19:31,Vasco da Gama,Chapecoense,4-1-2-1-2,4-2-3-1,J. de Amorim Campos,A. Ferreira,-,Maracanã,1,1,RJ,SC
5286,30,2015-10-15,21:01,Grêmio,Santos,4-2-3-1,4-2-3-1,R. Machado Marques,D. Silvestre Júnior,Grêmio,Arena do Grêmio,1,0,RS,SP
5287,31,2015-10-17,18:34,Avaí,Palmeiras,4-3-1-2,4-2-3-1,G. Kleina,M. de Oliveira Santos,Palmeiras,Ressacada,1,3,SC,SP
5288,31,2015-10-17,21:01,Joinville,Figueirense,4-2-2-2,4-2-3-1,P. Lopes de Gusmão,H. Coutinho,Joinville,Arena Joinville,1,0,SC,SC
5290,31,2015-10-18,11:00,Cruzeiro,Fluminense,4-3-3,4-2-3-1,L. Venker de Menezes,E. Baptista,Cruzeiro,Mineirão,2,0,MG,RJ
5289,31,2015-10-18,11:04,Ponte Preta,Coritiba,4-2-3-1,4-2-3-1,F. Moreira,N. da Silveira Júnior,Ponte Preta,Moisés Lucarelli,3,0,SP,PR
5291,31,2015-10-18,16:00,Athletico Paranaense,Corinthians,4-2-3-1,4-2-3-1,C. Borges dos Santos,A. Bacchi,Corinthians,Estádio Joaquim Américo Guimarães,1,4,PR,SP
5293,31,2015-10-18,16:00,São Paulo,Vasco da Gama,4-2-3-1,4-2-3-1,D. Ghidoni Junior,J. de Amorim Campos,-,Morumbi,2,2,SP,RJ
5292,31,2015-10-18,16:01,Flamengo,Internacional,4-3-3,4-2-3-1,O. de Oliveira Filho,A. Fucks,Internacional,Maracanã,0,1,RJ,RS
5294,31,2015-10-18,16:59,Grêmio,Chapecoense,4-2-3-1,4-2-3-1,R. Machado Marques,A. Ferreira,Chapecoense,Arena do Grêmio,2,3,RS,SC
5295,31,2015-10-18,16:59,Santos,Goiás,4-2-3-1,4-2-3-1,D. Silvestre Júnior,A. Alves da Silva Neto,Santos,Estádio Urbano Caldeira,3,1,SP,GO
5296,31,2015-10-18,18:29,Sport,Atlético Mineiro,4-2-3-1,4-2-3-1,Falcao,L. Culpi,Sport,Arena de Pernambuco,4,1,PE,MG
5297,32,2015-10-24,17:00,Fluminense,Athletico Paranaense,4-2-3-1,4-2-3-1,E. Baptista,C. Borges dos Santos,Athletico Paranaense,Maracanã,0,1,RJ,PR
5298,32,2015-10-24,18:31,Internacional,Joinville,4-2-3-1,4-2-2-2,A. Fucks,P. Lopes de Gusmão,Internacional,Estádio José Pinheiro Borda,1,0,RS,SC
5299,32,2015-10-24,18:31,Figueirense,Santos,4-4-1-1,4-2-3-1,H. Coutinho,D. Silvestre Júnior,-,Orlando Scarpelli,0,0,SC,SP
5300,32,2015-10-24,21:01,Palmeiras,Sport,4-2-3-1,4-2-3-1,M. de Oliveira Santos,Falcao,Sport,Estádio Municipal Paulo Machado de Carvalho,0,2,SP,PE
5303,32,2015-10-25,16:59,Chapecoense,Avaí,4-2-3-1,4-2-3-1,A. Ferreira,G. Kleina,-,Arena Condá,0,0,SC,SC
5301,32,2015-10-25,17:01,Corinthians,Flamengo,4-1-4-1,4-2-3-1,A. Bacchi,O. de Oliveira Filho,Corinthians,Neo Química Arena,1,0,SP,RJ
5304,32,2015-10-25,17:01,Vasco da Gama,Grêmio,4-3-2-1,4-2-3-1,J. de Amorim Campos,R. Machado Marques,-,Maracanã,0,0,RJ,RS
5302,32,2015-10-25,17:07,Coritiba,São Paulo,4-2-3-1,4-2-3-1,N. da Silveira Júnior,D. Ghidoni Junior,São Paulo,Couto Pereira,1,2,PR,SP
5305,32,2015-10-25,17:59,Goiás,Cruzeiro,4-2-3-1,4-3-3,D. Sérgio,L. Venker de Menezes,Cruzeiro,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,MG
